"","type","home_team","away_team","week","season","home_score.x","away_score.x","winner","home_winner","away_winner","home_conference","home_division","away_conference","away_division","conference_game","division_game","year","month","day","away_score.y","temperature","wind_chill","humidity","wind_mph","weather","latitude","longitude","Capacity","Field","Elevation","margin_of_victory"
"1192","reg","MIA","CAR",12,2013,16,20,"CAR",FALSE,TRUE,"AFC","AFC East","NFC","NFC South",FALSE,FALSE,"13","11","24",20,82,0,"55%",13,"82 degrees- relative humidity 55%- wind 13 mph- wind chill 0",25.957919,-80.238842,65326,"Grass",7,4
"1193","reg","CLE","PIT",12,2013,11,27,"PIT",FALSE,TRUE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"13","11","24",27,20,1,"84%",31,"20 degrees- relative humidity 84%- wind 31 mph- wind chill 1",41.506022,-81.699564,68000,"Grass",653,16
"1194","reg","LA","CHI",12,2013,42,21,"LA",TRUE,FALSE,"NFC","NFC West","NFC","NFC North",TRUE,FALSE,"13","11","24",21,0,0,NA,NA,"0 degrees- no wind- wind chill 0",38.632975,-90.188547,77500,"Grass",285,21
"1195","reg","BAL","NYJ",12,2013,19,3,"BAL",TRUE,FALSE,"AFC","AFC North","AFC","AFC East",TRUE,FALSE,"13","11","24",3,33,20,"23%",26,"33 degrees- relative humidity 23%- wind 26 mph- wind chill 20",39.277969,-76.622767,71008,"Turf",493,16
"1196","reg","OAK","TEN",12,2013,19,23,"TEN",FALSE,TRUE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"13","11","24",23,58,0,"56%",5,"58 degrees- relative humidity 56%- wind 5 mph- wind chill 0",37.751411,-122.200889,53250,"Grass",43,4
"1197","reg","ARI","IND",12,2013,40,11,"ARI",TRUE,FALSE,"NFC","NFC West","AFC","AFC South",FALSE,FALSE,"13","11","24",11,0,0,NA,NA,"0 degrees- no wind- wind chill 0",33.5277,-112.262608,63400,"Grass",1152,29
"1198","reg","NYG","DAL",12,2013,21,24,"DAL",FALSE,TRUE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"13","11","24",24,25,18,"40%",6,"25 degrees- relative humidity 40%- wind 6 mph- wind chill 18",40.812194,-74.076983,82500,"Turf",3,3
"1199","reg","NE","DEN",12,2013,34,31,"NE",TRUE,FALSE,"AFC","AFC East","AFC","AFC West",TRUE,FALSE,"13","11","24",31,22,6,"29%",22,"22 degrees- relative humidity 29%- wind 22 mph- wind chill 6",42.090925,-71.26435,68756,"Turf",289,3
"1200","reg","WAS","SF",12,2013,6,27,"SF",FALSE,TRUE,"NFC","NFC East","NFC","NFC West",TRUE,FALSE,"13","11","25",27,35,27,"37%",12,"35 degrees- relative humidity 37%- wind 12 mph- wind chill 27",38.907697,-76.864517,79000,"Grass",410,21
"1201","reg","DET","GB",13,2013,40,10,"DET",TRUE,FALSE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"13","11","28",10,68,0,NA,NA,"68 degrees- no wind- wind chill 0",42.340156,-83.045808,65000,"Turf",656,30
"1202","reg","DAL","OAK",13,2013,31,24,"DAL",TRUE,FALSE,"NFC","NFC East","AFC","AFC West",FALSE,FALSE,"13","11","28",24,0,0,NA,NA,"0 degrees- no wind- wind chill 0",32.747778,-97.092778,80000,"Turf",604,7
"1203","reg","BAL","PIT",13,2013,22,20,"BAL",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"13","11","28",20,37,0,"39%",2,"37 degrees- relative humidity 39%- wind 2 mph- wind chill 0",39.277969,-76.622767,71008,"Turf",493,2
"1204","reg","IND","TEN",13,2013,22,14,"IND",TRUE,FALSE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"13","12","01",NA,NA,NA,NA,NA,NA,39.760056,-86.163806,63000,"Turf",715,8
"1205","reg","CLE","JAX",13,2013,28,32,"JAX",FALSE,TRUE,"AFC","AFC North","AFC","AFC South",TRUE,FALSE,"13","12","01",NA,NA,NA,NA,NA,NA,41.506022,-81.699564,68000,"Grass",653,4
"1206","reg","CAR","TB",13,2013,27,6,"CAR",TRUE,FALSE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"13","12","01",NA,NA,NA,NA,NA,NA,35.225808,-80.852861,73778,"Grass",761,21
"1207","reg","MIN","CHI",13,2013,23,20,"MIN",TRUE,FALSE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"13","12","01",NA,NA,NA,NA,NA,NA,44.973881,-93.258094,66200,"Turf",830,3
"1208","reg","HOU","NE",13,2013,31,34,"NE",FALSE,TRUE,"AFC","AFC South","AFC","AFC East",TRUE,FALSE,"13","12","01",NA,NA,NA,NA,NA,NA,29.684781,-95.410956,71500,"Grass",105,3
"1209","reg","PHI","ARI",13,2013,24,21,"PHI",TRUE,FALSE,"NFC","NFC East","NFC","NFC West",TRUE,FALSE,"13","12","01",NA,NA,NA,NA,NA,NA,39.900775,-75.167453,69176,"Grass",39,3
"1210","reg","NYJ","MIA",13,2013,3,23,"MIA",FALSE,TRUE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"13","12","01",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,20
"1211","reg","BUF","ATL",13,2013,31,34,"ATL",FALSE,TRUE,"AFC","AFC East","NFC","NFC South",FALSE,FALSE,"13","12","01",NA,NA,NA,NA,NA,NA,42.773739,-78.786978,73967,"Turf",600,3
"1212","reg","SF","LA",13,2013,23,13,"SF",TRUE,FALSE,"NFC","NFC West","NFC","NFC West",TRUE,TRUE,"13","12","01",NA,NA,NA,NA,NA,NA,37.713486,-122.386256,68500,"Grass",52,10
"1213","reg","LAC","CIN",13,2013,10,17,"CIN",FALSE,TRUE,"AFC","AFC West","AFC","AFC North",TRUE,FALSE,"13","12","01",NA,NA,NA,NA,NA,NA,32.783117,-117.119525,70561,"Grass",62,7
"1214","reg","KC","DEN",13,2013,28,35,"DEN",FALSE,TRUE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"13","12","01",NA,NA,NA,NA,NA,NA,39.048914,-94.484039,76416,"Grass",909,7
"1215","reg","WAS","NYG",13,2013,17,24,"NYG",FALSE,TRUE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"13","12","01",NA,NA,NA,NA,NA,NA,38.907697,-76.864517,79000,"Grass",410,7
"1216","reg","SEA","NO",13,2013,34,7,"SEA",TRUE,FALSE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"13","12","02",NA,NA,NA,NA,NA,NA,47.595153,-122.331625,67000,"Turf",170,27
"1217","reg","JAX","HOU",14,2013,27,20,"JAX",TRUE,FALSE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"13","12","05",NA,NA,NA,NA,NA,NA,30.323925,-81.637356,67264,"Grass",16,7
"1218","reg","CIN","IND",14,2013,42,28,"CIN",TRUE,FALSE,"AFC","AFC North","AFC","AFC South",TRUE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,39.095442,-84.516039,65515,"Turf",482,14
"1219","reg","NE","CLE",14,2013,27,26,"NE",TRUE,FALSE,"AFC","AFC East","AFC","AFC North",TRUE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,42.090925,-71.26435,68756,"Turf",289,1
"1220","reg","NYJ","OAK",14,2013,37,27,"NYJ",TRUE,FALSE,"AFC","AFC East","AFC","AFC West",TRUE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,10
"1221","reg","WAS","KC",14,2013,10,45,"KC",FALSE,TRUE,"NFC","NFC East","AFC","AFC West",FALSE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,38.907697,-76.864517,79000,"Grass",410,35
"1222","reg","BAL","MIN",14,2013,29,26,"BAL",TRUE,FALSE,"AFC","AFC North","NFC","NFC North",FALSE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,39.277969,-76.622767,71008,"Turf",493,3
"1223","reg","GB","ATL",14,2013,22,21,"GB",TRUE,FALSE,"NFC","NFC North","NFC","NFC South",TRUE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,44.501306,-88.062167,80735,"Grass",581,1
"1224","reg","TB","BUF",14,2013,27,6,"TB",TRUE,FALSE,"NFC","NFC South","AFC","AFC East",FALSE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,27.975967,-82.50335,65890,"Grass",48,21
"1225","reg","PIT","MIA",14,2013,28,34,"MIA",FALSE,TRUE,"AFC","AFC North","AFC","AFC East",TRUE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,40.446786,-80.015761,65500,"Grass",1371,6
"1226","reg","PHI","DET",14,2013,34,20,"PHI",TRUE,FALSE,"NFC","NFC East","NFC","NFC North",TRUE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,39.900775,-75.167453,69176,"Grass",39,14
"1227","reg","DEN","TEN",14,2013,51,28,"DEN",TRUE,FALSE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,39.743936,-105.020097,76125,"Grass",5280,23
"1228","reg","ARI","LA",14,2013,30,10,"ARI",TRUE,FALSE,"NFC","NFC West","NFC","NFC West",TRUE,TRUE,"13","12","08",NA,NA,NA,NA,NA,NA,33.5277,-112.262608,63400,"Grass",1152,20
"1229","reg","SF","SEA",14,2013,19,17,"SF",TRUE,FALSE,"NFC","NFC West","NFC","NFC West",TRUE,TRUE,"13","12","08",NA,NA,NA,NA,NA,NA,37.713486,-122.386256,68500,"Grass",52,2
"1230","reg","LAC","NYG",14,2013,37,14,"LAC",TRUE,FALSE,"AFC","AFC West","NFC","NFC East",FALSE,FALSE,"13","12","08",NA,NA,NA,NA,NA,NA,32.783117,-117.119525,70561,"Grass",62,23
"1231","reg","NO","CAR",14,2013,31,13,"NO",TRUE,FALSE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"13","12","08",NA,NA,NA,NA,NA,NA,29.950931,-90.081364,76468,"Turf",-1,18
"1232","reg","CHI","DAL",14,2013,45,28,"CHI",TRUE,FALSE,"NFC","NFC North","NFC","NFC East",TRUE,FALSE,"13","12","09",NA,NA,NA,NA,NA,NA,41.862306,-87.616672,61500,"Grass",597,17
"1233","reg","DEN","LAC",15,2013,20,27,"LAC",FALSE,TRUE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"13","12","12",27,37,0,"50%",2,"37 degrees- relative humidity 50%- wind 2 mph- wind chill 0",39.743936,-105.020097,76125,"Grass",5280,7
"1234","reg","ATL","WAS",15,2013,27,26,"ATL",TRUE,FALSE,"NFC","NFC South","NFC","NFC East",TRUE,FALSE,"13","12","15",26,0,0,NA,NA,"0 degrees- no wind- wind chill 0",33.757614,-84.400972,71000,"Turf",1050,1
"1235","reg","TB","SF",15,2013,14,33,"SF",FALSE,TRUE,"NFC","NFC South","NFC","NFC West",TRUE,FALSE,"13","12","15",33,70,NA,"64%",7,"70 degrees- relative humidity 64%- wind 7 mph",27.975967,-82.50335,65890,"Grass",48,19
"1236","reg","NYG","SEA",15,2013,0,23,"SEA",FALSE,TRUE,"NFC","NFC East","NFC","NFC West",TRUE,FALSE,"13","12","15",23,36,30,"88%",7,"36 degrees- relative humidity 88%- wind 7 mph- wind chill 30",40.812194,-74.076983,82500,"Turf",3,23
"1237","reg","MIN","PHI",15,2013,48,30,"MIN",TRUE,FALSE,"NFC","NFC North","NFC","NFC East",TRUE,FALSE,"13","12","15",30,66,0,"0%",NA,"66 degrees- relative humidity 0%- no wind- wind chill 0",44.973881,-93.258094,66200,"Turf",830,18
"1238","reg","MIA","NE",15,2013,24,20,"MIA",TRUE,FALSE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"13","12","15",20,84,0,"70%",14,"84 degrees- relative humidity 70%- wind 14 mph- wind chill 0",25.957919,-80.238842,65326,"Grass",7,4
"1239","reg","JAX","BUF",15,2013,20,27,"BUF",FALSE,TRUE,"AFC","AFC South","AFC","AFC East",TRUE,FALSE,"13","12","15",27,60,0,"0%",20,"60 degrees- relative humidity 0%- wind 20 mph- wind chill 0",30.323925,-81.637356,67264,"Grass",16,7
"1240","reg","IND","HOU",15,2013,25,3,"IND",TRUE,FALSE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"13","12","15",3,20,7,"64%",13,"20 degrees- relative humidity 64%- wind 13 mph- wind chill 7",39.760056,-86.163806,63000,"Turf",715,22
"1241","reg","CLE","CHI",15,2013,31,38,"CHI",FALSE,TRUE,"AFC","AFC North","NFC","NFC North",FALSE,FALSE,"13","12","15",38,25,14,"82%",12,"25 degrees- relative humidity 82%- wind 12 mph- wind chill 14",41.506022,-81.699564,68000,"Grass",653,7
"1242","reg","OAK","KC",15,2013,31,56,"KC",FALSE,TRUE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"13","12","15",56,64,0,"39%",6,"64 degrees- relative humidity 39%- wind 6 mph- wind chill 0",37.751411,-122.200889,53250,"Grass",43,25
"1243","reg","CAR","NYJ",15,2013,30,20,"CAR",TRUE,FALSE,"NFC","NFC South","AFC","AFC East",FALSE,FALSE,"13","12","15",20,54,0,"47%",11,"54 degrees- relative humidity 47%- wind 11 mph- wind chill 0",35.225808,-80.852861,73778,"Grass",761,10
"1244","reg","DAL","GB",15,2013,36,37,"GB",FALSE,TRUE,"NFC","NFC East","NFC","NFC North",TRUE,FALSE,"13","12","15",37,0,0,NA,NA,"0 degrees- no wind- wind chill 0",32.747778,-97.092778,80000,"Turf",604,1
"1245","reg","TEN","ARI",15,2013,34,37,"ARI",FALSE,TRUE,"AFC","AFC South","NFC","NFC West",FALSE,FALSE,"13","12","15",37,37,NA,"64%",4,"37 degrees- relative humidity 64%- wind 4 mph",36.166461,-86.771289,69143,"Grass",597,3
"1246","reg","LA","NO",15,2013,27,16,"LA",TRUE,FALSE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"13","12","15",16,0,0,NA,NA,"0 degrees- no wind- wind chill 0",38.632975,-90.188547,77500,"Grass",285,11
"1247","reg","PIT","CIN",15,2013,30,20,"PIT",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"13","12","15",20,26,12,"66%",20,"26 degrees- relative humidity 66%- wind 20 mph- wind chill 12",40.446786,-80.015761,65500,"Grass",1371,10
"1248","reg","DET","BAL",15,2013,16,18,"BAL",FALSE,TRUE,"NFC","NFC North","AFC","AFC North",FALSE,FALSE,"13","12","16",18,68,0,NA,NA,"68 degrees- no wind- wind chill 0",42.340156,-83.045808,65000,"Turf",656,2
"1249","reg","BUF","MIA",16,2013,19,0,"BUF",TRUE,FALSE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"13","12","22",0,41,NA,"79%",8,"41 degrees- relative humidity 79%- wind 8 mph",42.773739,-78.786978,73967,"Turf",600,19
"1250","reg","CAR","NO",16,2013,17,13,"CAR",TRUE,FALSE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"13","12","22",13,72,0,"84%",18,"72 degrees- relative humidity 84%- wind 18 mph- wind chill 0",35.225808,-80.852861,73778,"Grass",761,4
"1251","reg","CIN","MIN",16,2013,42,14,"CIN",TRUE,FALSE,"AFC","AFC North","NFC","NFC North",FALSE,FALSE,"13","12","22",14,53,0,"80%",11,"53 degrees- relative humidity 80%- wind 11 mph- wind chill 0",39.095442,-84.516039,65515,"Turf",482,28
"1252","reg","HOU","DEN",16,2013,13,37,"DEN",FALSE,TRUE,"AFC","AFC South","AFC","AFC West",TRUE,FALSE,"13","12","22",37,58,NA,"79%",3,"58 degrees- relative humidity 79%- wind 3 mph",29.684781,-95.410956,71500,"Grass",105,24
"1253","reg","JAX","TEN",16,2013,16,20,"TEN",FALSE,TRUE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"13","12","22",20,79,0,"0%",13,"79 degrees- relative humidity 0%- wind 13 mph- wind chill 0",30.323925,-81.637356,67264,"Grass",16,4
"1254","reg","KC","IND",16,2013,7,23,"IND",FALSE,TRUE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"13","12","22",23,22,11,"84%",10,"22 degrees- relative humidity 84%- wind 10 mph- wind chill 11",39.048914,-94.484039,76416,"Grass",909,16
"1255","reg","WAS","DAL",16,2013,23,24,"DAL",FALSE,TRUE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"13","12","22",24,65,0,"92%",5,"65 degrees- relative humidity 92%- wind 5 mph- wind chill 0",38.907697,-76.864517,79000,"Grass",410,1
"1256","reg","NYJ","CLE",16,2013,24,13,"NYJ",TRUE,FALSE,"AFC","AFC East","AFC","AFC North",TRUE,FALSE,"13","12","22",13,70,0,"65%",12,"70 degrees- relative humidity 65%- wind 12 mph- wind chill 0",40.812194,-74.076983,82500,"Turf",3,11
"1257","reg","LA","TB",16,2013,23,13,"LA",TRUE,FALSE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"13","12","22",13,0,0,NA,NA,"0 degrees- no wind- wind chill 0",38.632975,-90.188547,77500,"Grass",285,10
"1258","reg","SEA","ARI",16,2013,10,17,"ARI",FALSE,TRUE,"NFC","NFC West","NFC","NFC West",TRUE,TRUE,"13","12","22",17,48,NA,"94%",6,"48 degrees- relative humidity 94%- wind 6 mph",47.595153,-122.331625,67000,"Turf",170,7
"1259","reg","DET","NYG",16,2013,20,23,"NYG",FALSE,TRUE,"NFC","NFC North","NFC","NFC East",TRUE,FALSE,"13","12","22",23,68,0,NA,NA,"68 degrees- no wind- wind chill 0",42.340156,-83.045808,65000,"Turf",656,3
"1260","reg","BAL","NE",16,2013,7,41,"NE",FALSE,TRUE,"AFC","AFC North","AFC","AFC East",TRUE,FALSE,"13","12","22",41,65,0,"75%",8,"65 degrees- relative humidity 75%- wind 8 mph- wind chill 0",39.277969,-76.622767,71008,"Turf",493,34
"1261","reg","LAC","OAK",16,2013,26,13,"LAC",TRUE,FALSE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"13","12","22",13,67,0,"45%",7,"67 degrees- relative humidity 45%- wind 7 mph- wind chill 0",32.783117,-117.119525,70561,"Grass",62,13
"1262","reg","GB","PIT",16,2013,31,38,"PIT",FALSE,TRUE,"NFC","NFC North","AFC","AFC North",FALSE,FALSE,"13","12","22",38,23,11,"78%",13,"23 degrees- relative humidity 78%- wind 13 mph- wind chill 11",44.501306,-88.062167,80735,"Grass",581,7
"1263","reg","PHI","CHI",16,2013,54,11,"PHI",TRUE,FALSE,"NFC","NFC East","NFC","NFC North",TRUE,FALSE,"13","12","22",11,62,0,"82%",11,"62 degrees- relative humidity 82%- wind 11 mph- wind chill 0",39.900775,-75.167453,69176,"Grass",39,43
"1264","reg","SF","ATL",16,2013,34,24,"SF",TRUE,FALSE,"NFC","NFC West","NFC","NFC South",TRUE,FALSE,"13","12","23",24,60,0,"49%",NA,"60 degrees- relative humidity 49%- no wind- wind chill 0",37.713486,-122.386256,68500,"Grass",52,10
"1265","reg","PIT","CLE",17,2013,20,7,"PIT",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"13","12","29",7,40,NA,"93%",5,"40 degrees- relative humidity 93%- wind 5 mph",40.446786,-80.015761,65500,"Grass",1371,13
"1266","reg","NYG","WAS",17,2013,20,6,"NYG",TRUE,FALSE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"13","12","29",6,40,0,"100%",2,"40 degrees- relative humidity 100%- wind 2 mph- wind chill 0",40.812194,-74.076983,82500,"Turf",3,14
"1267","reg","CIN","BAL",17,2013,34,17,"CIN",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"13","12","29",17,43,NA,"93%",3,"43 degrees- relative humidity 93%- wind 3 mph",39.095442,-84.516039,65515,"Turf",482,17
"1268","reg","TEN","HOU",17,2013,16,10,"TEN",TRUE,FALSE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"13","12","29",10,53,NA,"61%",4,"53 degrees- relative humidity 61%- wind 4 mph",36.166461,-86.771289,69143,"Grass",597,6
"1269","reg","IND","JAX",17,2013,30,10,"IND",TRUE,FALSE,"AFC","AFC South","AFC","AFC South",TRUE,TRUE,"13","12","29",10,43,NA,"68%",13,"43 degrees- relative humidity 68%- wind 13 mph",39.760056,-86.163806,63000,"Turf",715,20
"1270","reg","MIA","NYJ",17,2013,7,20,"NYJ",FALSE,TRUE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"13","12","29",20,79,0,"84%",12,"79 degrees- relative humidity 84%- wind 12 mph- wind chill 0",25.957919,-80.238842,65326,"Grass",7,13
"1271","reg","MIN","DET",17,2013,14,13,"MIN",TRUE,FALSE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"13","12","29",13,0,0,"0%",NA,"0 degrees- relative humidity 0%- no wind- wind chill 0",44.973881,-93.258094,66200,"Turf",830,1
"1272","reg","ATL","CAR",17,2013,20,21,"CAR",FALSE,TRUE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"13","12","29",21,0,0,NA,NA,"0 degrees- no wind- wind chill 0",33.757614,-84.400972,71000,"Turf",1050,1
"1273","reg","NO","TB",17,2013,42,17,"NO",TRUE,FALSE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"13","12","29",17,56,NA,NA,7,"56 degrees- wind 7 mph",29.950931,-90.081364,76468,"Turf",-1,25
"1274","reg","NE","BUF",17,2013,34,20,"NE",TRUE,FALSE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"13","12","29",20,39,NA,"100%",8,"39 degrees- relative humidity 100%- wind 8 mph",42.090925,-71.26435,68756,"Turf",289,14
"1275","reg","SEA","LA",17,2013,27,9,"SEA",TRUE,FALSE,"NFC","NFC West","NFC","NFC West",TRUE,TRUE,"13","12","29",9,40,NA,"93%",5,"40 degrees- relative humidity 93%- wind 5 mph",47.595153,-122.331625,67000,"Turf",170,18
"1276","reg","CHI","GB",17,2013,28,33,"GB",FALSE,TRUE,"NFC","NFC North","NFC","NFC North",TRUE,TRUE,"13","12","29",33,26,14,"88%",16,"26 degrees- relative humidity 88%- wind 16 mph- wind chill 14",41.862306,-87.616672,61500,"Grass",597,5
"1277","reg","ARI","SF",17,2013,20,23,"SF",FALSE,TRUE,"NFC","NFC West","NFC","NFC West",TRUE,TRUE,"13","12","29",23,64,0,NA,5,"64 degrees- wind 5 mph- wind chill 0",33.5277,-112.262608,63400,"Grass",1152,3
"1278","reg","OAK","DEN",17,2013,14,34,"DEN",FALSE,TRUE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"13","12","29",34,70,0,"16%",8,"70 degrees- relative humidity 16%- wind 8 mph- wind chill 0",37.751411,-122.200889,53250,"Grass",43,20
"1279","reg","LAC","KC",17,2013,27,24,"LAC",TRUE,FALSE,"AFC","AFC West","AFC","AFC West",TRUE,TRUE,"13","12","29",24,73,0,"14%",1,"73 degrees- relative humidity 14%- wind 1 mph- wind chill 0",32.783117,-117.119525,70561,"Grass",62,3
"1280","reg","DAL","PHI",17,2013,22,24,"PHI",FALSE,TRUE,"NFC","NFC East","NFC","NFC East",TRUE,TRUE,"13","12","29",24,0,0,NA,NA,"0 degrees- no wind- wind chill 0",32.747778,-97.092778,80000,"Turf",604,2
"1281","reg","SEA","GB",1,2014,36,16,"SEA",TRUE,FALSE,"NFC","NFC West","NFC","NFC North",TRUE,FALSE,"14","09","04",NA,NA,NA,NA,NA,NA,47.595153,-122.331625,67000,"Turf",170,20
"1282","reg","ATL","NO",1,2014,37,34,"ATL",TRUE,FALSE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"14","09","07",NA,NA,NA,NA,NA,NA,33.757614,-84.400972,71000,"Turf",1050,3
"1283","reg","LA","MIN",1,2014,6,34,"MIN",FALSE,TRUE,"NFC","NFC West","NFC","NFC North",TRUE,FALSE,"14","09","07",NA,NA,NA,NA,NA,NA,38.632975,-90.188547,77500,"Grass",285,28
"1284","reg","PIT","CLE",1,2014,30,27,"PIT",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"14","09","07",NA,NA,NA,NA,NA,NA,40.446786,-80.015761,65500,"Grass",1371,3
"1285","reg","PHI","JAX",1,2014,34,17,"PHI",TRUE,FALSE,"NFC","NFC East","AFC","AFC South",FALSE,FALSE,"14","09","07",NA,NA,NA,NA,NA,NA,39.900775,-75.167453,69176,"Grass",39,17
"1286","reg","NYJ","OAK",1,2014,19,14,"NYJ",TRUE,FALSE,"AFC","AFC East","AFC","AFC West",TRUE,FALSE,"14","09","07",NA,NA,NA,NA,NA,NA,40.812194,-74.076983,82500,"Turf",3,5
"1287","reg","BAL","CIN",1,2014,16,23,"CIN",FALSE,TRUE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"14","09","07",NA,NA,NA,NA,NA,NA,39.277969,-76.622767,71008,"Turf",493,7
"1288","reg","CHI","BUF",1,2014,20,23,"BUF",FALSE,TRUE,"NFC","NFC North","AFC","AFC East",FALSE,FALSE,"14","09","07",NA,NA,NA,NA,NA,NA,41.862306,-87.616672,61500,"Grass",597,3
"1289","reg","HOU","WAS",1,2014,17,6,"HOU",TRUE,FALSE,"AFC","AFC South","NFC","NFC East",FALSE,FALSE,"14","09","07",NA,NA,NA,NA,NA,NA,29.684781,-95.410956,71500,"Grass",105,11
"1290","reg","KC","TEN",1,2014,10,26,"TEN",FALSE,TRUE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"14","09","07",NA,NA,NA,NA,NA,NA,39.048914,-94.484039,76416,"Grass",909,16
"1291","reg","MIA","NE",1,2014,33,20,"MIA",TRUE,FALSE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"14","09","07",NA,NA,NA,NA,NA,NA,25.957919,-80.238842,65326,"Grass",7,13
"1292","reg","TB","CAR",1,2014,14,20,"CAR",FALSE,TRUE,"NFC","NFC South","NFC","NFC South",TRUE,TRUE,"14","09","07",NA,NA,NA,NA,NA,NA,27.975967,-82.50335,65890,"Grass",48,6
"1293","reg","DAL","SF",1,2014,17,28,"SF",FALSE,TRUE,"NFC","NFC East","NFC","NFC West",TRUE,FALSE,"14","09","07",NA,NA,NA,NA,NA,NA,32.747778,-97.092778,80000,"Turf",604,11
"1294","reg","DEN","IND",1,2014,31,24,"DEN",TRUE,FALSE,"AFC","AFC West","AFC","AFC South",TRUE,FALSE,"14","09","07",NA,NA,NA,NA,NA,NA,39.743936,-105.020097,76125,"Grass",5280,7
"1295","reg","DET","NYG",1,2014,35,14,"DET",TRUE,FALSE,"NFC","NFC North","NFC","NFC East",TRUE,FALSE,"14","09","08",NA,NA,NA,NA,NA,NA,42.340156,-83.045808,65000,"Turf",656,21
"1296","reg","ARI","LAC",1,2014,18,17,"ARI",TRUE,FALSE,"NFC","NFC West","AFC","AFC West",FALSE,FALSE,"14","09","08",NA,NA,NA,NA,NA,NA,33.5277,-112.262608,63400,"Grass",1152,1
"1297","reg","BAL","PIT",2,2014,26,6,"BAL",TRUE,FALSE,"AFC","AFC North","AFC","AFC North",TRUE,TRUE,"14","09","11",NA,NA,NA,NA,NA,NA,39.277969,-76.622767,71008,"Turf",493,20
"1298","reg","BUF","MIA",2,2014,29,10,"BUF",TRUE,FALSE,"AFC","AFC East","AFC","AFC East",TRUE,TRUE,"14","09","14",NA,NA,NA,NA,NA,NA,42.773739,-78.786978,73967,"Turf",600,19
"1299","reg","WAS","JAX",2,2014,41,10,"WAS",TRUE,FALSE,"NFC","NFC East","AFC","AFC South",FALSE,FALSE,"14","09","14",NA,NA,NA,NA,NA,NA,38.907697,-76.864517,79000,"Grass",410,31
"1300","reg","TEN","DAL",2,2014,10,26,"DAL",FALSE,TRUE,"AFC","AFC South","NFC","NFC East",FALSE,FALSE,"14","09","14",NA,NA,NA,NA,NA,NA,36.166461,-86.771289,69143,"Grass",597,16
